BOND|1922649|Power Finance Corp. Ltd. 8.70% BD REDEEM 14/05/2025 INR 1000000|INE134E08CY2|INNSE|PTPFC258.70%|INBSE|950462|||1922649|Bond|BD|Bond|INR|IN|1000000|1000000|89614|3358003Q6D9LIJJZ1614|L65910DL1986GOI024862|Power Finance Corp. Ltd.|1000000|14052010|1000000|||100|14052025||Y|14052010|FXD|Fixed|8.7|ANL|Annual|14052011|N|||AA|Actual Days/Actual Days|Listed|5000000|||1405||||||||||||GOVCC|Government Controlled Company|13375|13375|14052010|0|R|Redeemable|||FBD|Following Business Day|N|14052010|30|CAL|||0|0|0|N|N||N|0|N|N|S|N|N||Y|0||OBJECTS OF THE ISSUE: <BR>To augment long-term resources of PFC and not for a specific project<BR><BR>ISSUE SIZE: <BR>Rs 150.00 cr plus green shoe option<BR><BR>Issue Size<BR>Rs. 150 Crore with the right to retain over subscription (Green Shoe Option). The amount of over subscription to be retained will be decided<BR>by the Corporation.|||||||||||||U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOND|2079058|India 8.35% BD REDEEM 27/03/2024 INR 100|IN0020079045|INBSE|400472|INRBI|5745|||2079058|Bond|BD|Bond|INR|IN|100|100|102775|||India|100|27032008|100|||100|27032024||N|27032008|FXD|Fixed|8.35|SMA|Semi-Annual|27092008|N|||30360|30/360|Listed|10000|||2703|2709|||||||||||GOV|Government|99960.12|99960.12|27032008|0|R|Redeemable|||FBD|Following Business Day|N|27032008|1|BUS|||0|0|0|N|Y||N|0|N|N||N|N||Y|0|||||||||||||||U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOND|4147717|India 8.83% BD REDEEM 25/11/2023 INR 100|IN0020130061|INNSE|GSCG20238.83%|INBSE|400477|INRBI|BIS 4147717|4147717|Bond|BD|Bond|INR|IN|100|100|102775|||India|100|25112013|100|||100|25112023||N|25112013|FXD|Fixed|8.83|SMA|Semi-Annual|25052014|N|||30360|30/360|Listed|10000|||2505|2511|||||||||||GOV|Government|70000|565727.19|20092022|0|R|Redeemable|||FBD|Following Business Day|N|25112013|1|BUS|||0|0|0|Y|N||N|0|N|N||N|N||Y|0||Issue Date      Issue Amount             Issue Price         Yeld to Maturity              Weighted                      Weighted                  Auction Method   <BR>                               (Crore)                         (INR)                        (%)                          Average Price               Average Yield<BR> ---------------      --------------------            ----------------          --------------------           -------------------               ------------------          ----------------------------<BR>09/12/2013         INR 7000                      100.0                    8.829                                                                                                     Uniform price<BR>30/12/2013         INR 7000                      99.31                    8.9341                                                                                                  Uniform price<BR>13/01/2014         INR 7000                      100.36                  8.7719                                                                                                  Uniform price<BR>10/02/2014         INR 5000                      100.65                  8.7264                                                                                                  Uniform price<BR>15/04/2014         INR 8000                      98.76                    9.023                                                                                                     Uniform price<BR>28/04/2014         INR 7000                      99.92                    8.8406                                                                                                   Uniform price<BR>12/05/2014         INR 7000                      100.51                  8.749                                                                                                     Uniform price<BR>26/05/2014         INR 7000                      100.01                  8.914                                                                                                     Uniform price<BR>09/06/2014         INR 7000                      101.77                  8.5523                                                                                                   Uniform price<BR>30/06/2014         INR 7000                      100.62                  8.7297                                                                                                   Uniform price<BR>14/07/2014         INR 7000                      100.10                  8.8111                                                                                                   Uniform price|||||||||||||U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOND|4179894|Maharashtra 9.24% BD REDEEM 16/01/2024 INR 100|IN2220130164|INNSE|SGMAH249.24%|INBSE|412450|INRBI|BIS 4179894|4179894|Bond|BD|Bond|INR|IN|100|100|132910|||Maharashtra|0|16012014|100|||100|16012024||N|16012014|FXD|Fixed|9.24|SMA|Semi-Annual|16072014|N|||30360|30/360|Listed|10000|||1607|1601|||||||||||STGOV|State Government|15000|15000|16012014|9.2331|R|Redeemable|||FBD|Following Business Day|N|16012014|1|BUS|||0|0|0|Y|N||N|0|N|N||N|N||Y|0|||||||||||||||U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOND|4365212|Himachal Pradesh 8.87% BD REDEEM 16/10/2024 INR 100|IN1720140061|INNSE|SGHP248.87%|INBSE|412625|INRBI|BIS 4365212|4365212|Bond|BD|Bond|INR|IN|100|100|133034|||Himachal Pradesh|0|16102014|100|||100|16102024||N|16102014|FXD|Fixed|8.87|SMA|Semi-Annual|16042015|N|||30360|30/360|Listed|10000|||1604|1610|||||||||||STGOV|State Government|4000|4000|16102014|8.8574|R|Redeemable|||FBD|Following Business Day|N|16102014|1|BUS|||0|0|0|Y|N||N|0|N|N||N|N||Y|0|||||||||||||||U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOND|4626809|India 7.59% BD REDEEM 20/03/2029 INR 100|IN0020150069|INBSE|400497|INNSE|GSCG20297.59%|INRBI|BIS 4626809|4626809|Bond|BD|Bond|INR|IN|100|100|102775|||India|0|19102015|100|||100|20032029||N|19102015|FXD|Fixed|7.59|SMA|Semi-Annual|20032016|N|||30360|30/360|Listed|10000|||2003|2009|||||||||||GOV|Government|70000|982159.35|17012023|7.5814|R|Redeemable|||FBD|Following Business Day|N|19102015|1|BUS|||0|0|0|Y|N||N|0|N|N||N|N||Y|0||Issue Date      Issue Amount             Issue Price         Yeld to Maturity              Weighted                      Weighted                  Auction Method   <BR>                               (Crore)                         (INR)                        (%)                          Average Price               Average Yield<BR>----------------     ---------------------          ----------------         --------------------             --------------------             --------------------         ----------------------<BR><BR>09/11/2015      INR 7000                                                                                           INR 99.15                                                          Multiple price  <BR>07/12/2015      INR 7000                                                                                           INR 98.60                                                          Multiple price  <BR>18/01/2016      INR 6000                                                                                           INR 97.50                                                          Multiple price  <BR>01/02/2016      INR 6000                                                                                           INR 97.51                                                          Multiple price  <BR>18/04/2016      INR 8000                                                                                           INR 99.88                                                          Multiple price  <BR>02/05/2016      INR 8000                                                                                           INR 99.42                                                          Multiple price  <BR>13/06/2016      INR 8000                                                                                           INR 99.01                                                          Multiple price  <BR>11/07/2016      INR 7000                                                                                           INR 100.38                                                        Multiple price<BR>01/08/2016      INR 8000                                                                                           INR 102.58                                                        Multiple price<BR>22/08/2016      INR 8000                                                                                           INR 103.02                                                        Multiple price<BR>|||||||||||||U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOND|4679775|India 7.59% BD REDEEM 11/01/2026 INR 100|IN0020150093|INBSE|400499|INNSE|GSCG20267.59%|INRBI|BIS 4679775|4679775|Bond|BD|Bond|INR|IN|100|100|102775|||India|0|11012016|100|||100|11012026||N|11012016|FXD|Fixed|7.59|SMA|Semi-Annual|11072016|N|||30360|30/360|Listed|10000|||1101|1107|||||||||||GOV|Government|80000|1168923.3|17102023|0|R|Redeemable|||FBD|Following Business Day|N|11012016|1|BUS|||0|0|0|Y|N||N|0|N|N||N|N||Y|0||Issue Date      Issue Amount             Issue Price         Yeld to Maturity              Weighted                      Weighted                  Auction Method   <BR>                               (Crore)                         (INR)                        (%)                          Average Price               Average Yield<BR> ---------------      --------------------            ----------------          --------------------           -------------------               ------------------          ----------------------------<BR>25/01/2016        INR 7000                                                                                           INR 99.75                                                       Multiple price<BR>08/02/2016        INR 8000                                                                                           INR 99.24                                                       Multiple price<BR>11/04/2016        INR 8000                                                                                           INR 100.89                                                     Multiple price<BR>25/04/2016        INR 8000                                                                                           INR 100.83                                                     Multiple price<BR>16/05/2016        INR 8000                                                                                           INR 100.88                                                     Multiple price<BR>06/06/2016        INR 8000                                                                                           INR 100.64                                                     Multiple price<BR>01/07/2016        INR 8000                                                                                           INR 100.95                                                     Multiple price<BR>25/07/2016        INR 8000                                                                                           INR 102.32                                                     Multiple price<BR>16/08/2016        INR 8000                                                                                           INR 103.36                                                     Multiple price<BR>29/08/2016        INR 8000                                                                                           INR 103.13                                                     Multiple price<BR>07/05/2018        INR 3000                                                                                           INR 97.84                                                        Multiple price<BR>04/06/2018        INR 3000                                                                                           INR 96.97                                                        Multiple price<BR>09/07/2018        INR 3000                                                                                           INR 96.81                                                        Multiple price<BR>23/07/2018        INR 2000                                                                                           INR 97.34                                                        Multiple price<BR>06/08/2018        INR 2000                                                                                           INR 97.71                                                        Multiple price<BR>03/09/2018        INR 2000                                                                                           INR 97.13                                                        Multiple price<BR>24/09/2018        INR 2000                                                                                           INR 96.82                                                        Multiple price<BR>08/10/2018        INR 2000                                                                                           INR 96.28                                                        Multiple price<BR>22/10/2018        INR 2000                                                                                           INR 97.98                                                        Multiple price|||||||||||||U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOND|4711169|Maharashtra 8.67% BD REDEEM 24/02/2026 INR 100|IN2220150196|INNSE|SGMAH268.67%|INBSE|413089|INRBI|BIS 4711169|4711169|Bond|BD|Bond|INR|IN|100|100|132910|||Maharashtra|0|24022016|100|||100|24022026||N|24022016|FXD|Fixed|8.67|SMA|Semi-Annual|24082016|N|||30360|30/360|Listed|10000|||2402|2408|||||||||||STGOV|State Government|15000|15000|24022016|8.6287|R|Redeemable|||FBD|Following Business Day|N|24022016|1|BUS|||0|0|0|Y|N||N|0|N|N||N|N||Y|0|||||||||||||||A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOND|4740490|Jharkhand 8.22% BD REDEEM 30/03/2026 INR 100|IN3720150124|INBSE|414501|INRBI|BIS 4740490|||4740490|Bond|BD|Bond|INR|IN|100|100|132987|||Jharkhand|0|30032016|100|||100|30032026||N|30032016|FXD|Fixed|8.22|SMA|Semi-Annual|30092016|N|||30360|30/360|Listed|10000|||3003|3009|||||||||||STGOV|State Government|0|0||0|R|Redeemable|||FBD|Following Business Day|N|30032016|1|BUS|||0|0|0|Y|N||N|0|N|N||N|N||Y|0|||||||||||||||U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOND|4741229|Haryana 8.21% BD REDEEM 31/03/2026 INR 100|IN1620150186|INNSE|SGHARY268.21%|INBSE|412992|INRBI|BIS 4741229|4741229|Bond|BD|Bond|INR|IN|100|100|132988|||Haryana|0|31032016|100|||100|31032026||N|31032016|FXD|Fixed|8.21|SMA|Semi-Annual|30092016|N|||30360|30/360|Listed|10000|||3103|3009|||||||||||STGOV|State Government|10000|10000|31032016|0|R|Redeemable|||FBD|Following Business Day|N|31032016|1|BUS|||0|0|0|Y|N||N|0|N|N||N|N||Y|0|||||||||||||||U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
